,tweet,label
1227,"@VodafoneUK Nokia 3330_x000D_
Samsung s20_x000D_
Snake_x000D_
Hill climb racing 2",1
1228,"@VodafoneUK Nokia 5110 (that antenna tho)_x000D_
Sony Ericsson W800i ðŸŽµ _x000D_
Snake ðŸ _x000D_
The Sims",1
1229,"@VodafoneUK Nokia 7373 (all the pink ðŸ’˜)_x000D_
Samsung A50_x000D_
Candy Crush_x000D_
Pokemon Go ðŸ˜œ_x000D_
#VodafoneTreats",1
1230,@VodafoneUK Nokia 8210 ðŸ“± Snake ðŸ chess app! â™Ÿ #vodafonetreats,1
1231,"@VodafoneUK Nokia 8310_x000D_
iPhone 13_x000D_
Snake ðŸ _x000D_
Tetris #VodafoneTreats",1
1232,"@VodafoneUK Nokia, Nokia, tetris, tetras ðŸ“±",1
1233,"@VodafoneUK Nokia3210_x000D_
iPhone XR_x000D_
Snake _x000D_
Candy crush",1
1234,"@VodafoneUK Nokia_x000D_
HTC_x000D_
Snake_x000D_
Bingo Blitz",1
1235,@VodafoneUK Nope. Let you guys know at 10am Sat Iâ€™m charging Â£8 per hour until service back. So Iâ€™ll expect that paid when back up. Complaint already filed as this is an avoidable situation caused by individual and systemic failures at @VodafoneUK @VodafoneBizz.,-1
1236,@VodafoneUK Nope - Proxy issues... any ideas how to resolve?,-1
1237,@Artgeek851 @BAFTA @ArianaDeBose @EE noï¼Œsupporting actress will not give herï¼Œit belongs to buckley,1
1238,"Not great timing of @EE to send an email saying their prices are going up, whilst their service is down!",-1
1239,"@EE not impressed at all, the biggest price increase Iâ€™ve seen since I joined the network many years ago. This will be the last contract I take out https://t.co/9tbJMQc8KO",-1
1240,@AimHardy @EE Nothing changes. You donâ€™t get better connectivity. They are just robbing people,-1
1241,@MissEmerKenny @VFLDN @EE @BAFTA @sohohouse @LoopVIP Obsessed with this colour! ðŸ”¥,1
1242,"@VodafoneUK Oh, and my favourite phone is my Samsung s20 +5g",1
1243,"Oh good, along with all the other cost of living rises, @EE have just notified me that my phone bill is rising by 10% from next month. I'm locked in for another 18 months so there's nothing I can do.",-1
1244,"@EE oh great, I reached out to EE in the hope that I could reduce my monthly price plan. Sadly a contract is a contract, so I can't reduce my payments but EE can and have increased them regardless if peoples financial situations may change! ðŸ˜¡ðŸ˜¡",-1
1245,@EE Oh Iâ€™m sure there will be! Il happily pay to get away from this company and Iâ€™m not alone there! #ripoff,-1
1246,@Andrew1304 @EE Oh my god!! I donâ€™t hold out much hope!! X,-1
1247,@EE Oh yes ðŸ‘ŒðŸ‘ðŸ˜ðŸ˜â¤ï¸ https://t.co/WIGrTHQOKa,1
1248,"@EE Ok. So you take advantage of an absolutely unfathomable rate of inflation and, instead of actually conversing about it and making a stance as a company to look after your customers, you simply copy and paste excerpts from your Tâ€™s and Câ€™s as a reply. Absolutely disgraceful.",-1
1249,@samfarleyOTA @EE Olivia doesnâ€™t care. She has just copied and pasted this now. Try Tesco mobileâ€¦,-1
1250,@DawnAJWitney @BTGroup @EE Olivia doesnâ€™t care. Sheâ€™s just copying and pasting now,-1
1251,"@EE OMFG. The UK has only sanctioned 8 oligarchs since Russian invaded the Ukraine 

Give me strength! @BBCNews",1
1252,"Omg itâ€™s so frustrating how much we rely on the Internet! Lots of enquires coming in for the #moving guidesâ€¦ thank goodness for hotspots! Thank you @EE 

https://t.co/PoxST8NILn 

#movinghome #SBS #WOW https://t.co/Pzv4DrjnWl",-1
1253,"@GlamandGeeky @VodafoneUK OMG thank you! For years I've wondered what my first phone was. I knew it was a Vodafone, so I've just looked up the Vodafone Maxon. Mine was the Maxon MX-6869 in pale blue! https://t.co/grD7b5OCDC",1
1254,@EE Once again no EE reception in the DD2 area.,-1
1255,@EE once again no EE reception in the DD2 area. Absolutely no way am I going to renew a contract with a 9%+ increase and no reception. The audacity of EE and itâ€™s parent BT knows no bounds.,-1
1256,@EE only been with EE A month and already going to leaveâ€¦ https://t.co/QTielSPBpH,-1
1257,"@VodafoneUK Orange motorola_x000D_
My flip newgen_x000D_
Snake game_x000D_
And now the logo game_x000D_
#vodafonetreats https://t.co/eV9mVkwgGM",1
1258,@VodafoneUK Oscar has been helping with the gardening #VodafoneTreats https://t.co/Z059RZHmrz,1
1259,@ChapperzTV @Kegzx @EE out of touch twats â€¦they get over 2k and Iâ€™m looking at a 3k energy price increase â€¦.,-1
1260,@VodafoneUK over a year of this. Used to be 30mbps. Joke. #trafficmanagement #throttling #lies #nothingdone #dontstayconnected https://t.co/Qyb4w9lYBN,-1
1261,@EE Overcharged me for 10 months. Happier to lose my business (I have 3 contracts and a watch contract) than refund me Â£200. Short sighted from EE being blinded by Â£200 pure profit. All 4 contracts going elsewhere. 2 gone already and 2 more later this year,-1
1262,@VodafoneUK Parks are quieter makes life a bit easier with autism #VodafoneTreats https://t.co/Pl50D3M0dg,1
1263,@VodafoneUK people are trying to call me but says my phone is switched off or currently unable to WHY!?!,-1
1264,"@AbeGrandson1 @BAFTA @TPOTD @kodismitmcphee @EE Peter is actually a kind gay boy with a lot of love and empathy who is driven to murder by a self loathing man who is too concerned about being as smelly and masculine as possible like a ""real man.""_x000D_
_x000D_
Gay people can be complicated and conflicting characters.",1
1265,"@VodafoneUK Phillips savvy_x000D_
Motorola razr_x000D_
Snake_x000D_
Candy crush_x000D_
#vodafonetreats",1
1266,"@VodafoneUK phone collected for repair on Friday ,  itâ€™s not showing on your update and also promised a courtesy phone ? Not received anything - already had 2 phone convos prior !!! Poor service https://t.co/Ljcq4bV5mI",-1
1267,Picture messages ... do either of you guys offer plans which include them or reasonably priced add on bundles so I donâ€™t get hit with a shock at the end of the month because Iâ€™ve had to send someone a photo of something or even an emoji in a text? @EE @VodafoneUK,-1
1268,@EE @BAFTAGames Pity you canâ€™t have the decency to at least acknowledge me about being far more expensive than the other networks and canâ€™t even be bothered about keeping me as a customer after being with you for years!,-1
1269,place to be... @bannockburnrfc @GoodBadRugby @VodafoneUK https://t.co/mU76L8tJrM,1
1270,@VodafoneUK Please can someone contact me regarding my abysmal mobile signal due to local mast issues (Again) requesting a refund.,-1
1271,@EE please can someone help me change my Smart Benefits? Iâ€™ve had Apple Music for 20 minutes and hate it ðŸ˜‚ I also canâ€™t seem to get Apple TV to work,-1
1272,@EE please can you help? Having to set up EE billing again but I can't https://t.co/1ahJOs0gWG,-1
1273,"@EE Please tell @kevinbacon to shut the F up. @lbc @talkRADIO @GlobalPlayer can also do one... This advert was funny, then okay now it's just repetitive crap... PLEASE STOP.",-1
1274,@EE Please this is getting boring,-1
1275,@EE Pointless if itâ€™s only available in about 17% of UK!,1
1276,@Toadsanime @EE Pretty tired so I was confused when I couldn't vote for you ðŸ™ƒ,1
1277,@EE price rise this year is ridiculous literally 10% itâ€™s never been this steep of a rise before. I only upgraded in January and said I could not pay over a certain amount and now this rise takes me well over it! Wish Iâ€™d never bothered upgrading with them,-1
1278,"@EE price rises for broadband and phones at the maximum it can be in the middle of a cost of living crisis. Right, when my contract is up I'm off. Unfriendly practices or what.",-1
1279,@EE Prices still went up ..silly Apr and other increases,-1
1280,Ps5 secured. SIIIIUUUU @EE,1
1281,@KolaBokinni @VFLDN @LoopVIP @AzimMajid @EE @BAFTA @phildunster @Toheeb_Jimoh @brettgoldstein @Moe_eezy Putting the poster on MY wall.,1
1282,"@VodafoneUK _x000D_
Re 07756 477 527_x000D_
CAN you change the payment date to the 26th of the month now! Also stop Zinc from harassing me over a small debt. Car had a expensive MOTso bit short on funds. Abi CAMPBELL",-1
1283,@EE Reading Twitter same old computer generated response to everyone else who has complained. It's not on. They know its not on and the long term repercussions they will see. People will vote with their feet.,-1
1284,@Stephen_B_A @VodafoneUK @OpenreachHelp Really high ping,-1
1285,@VodafoneUK Receiving flowers has put a spring in my step and made my spring! #VodaphoneTreats https://t.co/IJZmrxenhL,1
1286,@SjBarrister @VodafoneUK Right? I reset my router too thinking it was just me lol pain in the ass.,-1
1287,"@VodafoneUK Sagem (had to keep buttons pressed to go through letters)_x000D_
iPhone 3GS_x000D_
Snake (Obvs)_x000D_
Football Manager Mobile (makes train journeys enjoyable)_x000D_
#VodafoneTreats",1
1288,"@ciaraedoran @EE Same, fairly sure service is down across Dublin",-1
1289,"@Superscotty1984 @EE Same here, sadly I'll be leaving then too after being a loyal customer for YEARS! @EE not helping and then putting the price plan up half way through the contract is no loyalty to customers at all. ðŸ˜”",-1
1290,"@VodafoneUK Samsung E700_x000D_
All iPhones _x000D_
Snake_x000D_
Woodoku_x000D_
#VodafoneTreats",1
1291,@VodafoneUK Samsung flip Nokia 3410 snake &amp; snake,1
1292,"@VodafoneUK Samsung Galaxy Young_x000D_
Sony Xperia XA2_x000D_
Stick Cricket _x000D_
Clash of the Clans #VodafoneTreats",1
1293,@EE saw the cost of living increase and said say no more. What is the point?? You lot not making enough profit or you jus wanna take the piss?? https://t.co/1SmzK6bkUd,-1
1294,"@ee scandalous 10% price increase in line with inflation? Canâ€™t recall inflation going up by 10%.  If youâ€™re gonna lie, at least make it plausible.  Will be leaving as soon as I can.  Crooks. Agents are trained to fob you off with terms and conditions. #eepriceincrease",-1
1295,"@yasminltmedia @EE Scrape by, grin and bear it, tolerate",-1
1296,@EE Sent - thanks,1
1297,@SebastianCroft @VanityFair @VFLDN @EE @BAFTA @sohohouse @LoopVIP Serious black are u?,1
1298,"@EE Seriously, you couldn't even manage to change a direct debit date. Charged me for a faster connection than I had for the whole contract. The only people I should be talking to is a solicitor but I can't be bothered",-1
1299,"@EE service satisfactory; but decided must quit when stung for 56% price hike at end of initial contract.
on looking around, found others offering same service at 33% cheaper than my ORIGINAL EE rate.
EE customer services unable to match.
no brainer.",-1
1300,@vodafoneuknews Shame @VodafoneUK cannot sort out the MCK code for my sons @SamsungMobile phone. Itâ€™s been a month since he left @vodafone for @O2 yet @vodafone have not unlocked the handset. Absolute joke of a business and blaming all others. @Ofcom,-1
1301,Shock another @EE price increase ðŸ™„,-1
1302,"@EE @TheAngryRoo Should switch to Tesco mobile. They donâ€™t do this. I have been with EE 2 months, disgusted by this increase. EE donâ€™t care, they are just copying and pasting replies",-1
1303,"@EE @Kingrurb Should switch to Tesco mobile. They donâ€™t do this. I have been with EE 2 months, disgusted by this increase. EE donâ€™t care, they are just copying and pasting replies",-1
1304,@VodafoneUK Shout out to Mike at your Greenwich store. Super helpful and pleasant just now when I went in to get a new line. Havenâ€™t had service like this for a long time!,1
1305,@VodafoneUK sick and tired of Vodafone they ended me up in hospital last night and now the advisor still canâ€™t see how to look after peoples well-being he is selfish after I said to him if he doesnâ€™t stop I will go outside and do self harm or harm to others he was just bothered,-1
1306,"@VodafoneUK Siemens A55 ðŸ˜Ž_x000D_
Motorola Razr cause ending calls was SO satisfying_x000D_
Balloon pop_x000D_
Monument Valley",1
1307,"@VodafoneUK Siemens S35_x000D_
Nokia 3210 ðŸ“± _x000D_
Snake ðŸ _x000D_
Candy Crush ðŸ­ _x000D_
#vodafonetreats",1
1308,@1873Rickster @EE Sky do.,1
1309,@SebastianCroft @VanityFair @VFLDN @EE @BAFTA @sohohouse @LoopVIP slaaaaay,1
1310,@SebastianCroft @VanityFair @VFLDN @EE @BAFTA @sohohouse @LoopVIP Slay queen,1
1311,@SebastianCroft @VanityFair @VFLDN @EE @BAFTA @sohohouse @LoopVIP SLAYYY,1
1312,@TinkerBell71_50 @EE Snap I can't reduce mine till next year cheers eeðŸ‘ðŸ‘,1
1313,"So @BTGroup and @EE are putting up prices by the CPI rate of inflation plus 3.9%. Hands up those whose wages are going up by this additional 3.9%. 
#costofliving #takingthepiss #energycrisis",-1
1314,"@EE So if I upgrade my accounts, I will have to pay the Â£2 a day roaming charge from now on.  That's just ruled out me upgrading any of my 4 EE contracts for good.",-1
1315,"So over a week of issues with @EE and @O2 texts and still no closer to finding the issue with EE not even responding and o2 telling me there is no known issue, yet here we are. Yet here i am tied into a 12 months contract ðŸ™ƒðŸ™ƒ",-1
1316,@SebastianCroft @VanityFair @VFLDN @EE @BAFTA @sohohouse @LoopVIP so pretty...............................,1
1317,So proud of https://t.co/qaawf2kX3F Wellbeings who led our pandemic response. Just won Best Use of Tech at inaugural Great British Workplace Wellbeing Awards! #gbwwa Couldnâ€™t be done without support of our incredible shareholders @EE @ThreeUK @VMO2News @VodafoneUK #collaboration https://t.co/Fzf2iXbQRW,1
1318,@SebastianCroft @VanityFair @VFLDN @EE @BAFTA @sohohouse @LoopVIP so when are you auditioning for a tim burton movie,1
1319,"@VodaphoneUK @O2 @EE #solidarityWithUkraine Is it possible to have free calls, texts, roaming from UK to #Poland and #Ukraine ?",1
1320,"@EE someone said they were unlocking my account and said itâ€™ll only take a few minutes then they will call me straight back, they said I will also loose signal for a moment. Itâ€™s been over 2 hours now, no call back or signal. Whatâ€™s going on?",-1
1321,"@VodafoneUK Sony Ericsson (before Vodafone bought them out) Mars bar phone, _x000D_
Nokia flip phone (donated to mum as it was simple to use), _x000D_
Snake (great game)_x000D_
Angry birds",1
1322,@EE Sorry have a better deal with 02 maybe next time thou,-1
1323,"@EE Sorry @EE the conversation was about 02, but thanks for your help. Much appreciated.",1
1324,@dracks99 @VodafoneUK Sounds like Rollercoaster Tycoon lol,1
1325,@cocteautriplets Sp too  @EE on Sunday. I leave them in a few months when contract ended. Amusing bon mot from was that they respect how I wish to spend my money!! Caring capitalism.,1
1326,@VodafoneUK Spring adventure! Longer days and sunshine does it for me!! https://t.co/KzHjNR1pjI,1
1327,@VodafoneUK Spring hols in The Lakes last year. Husband of somewhere â€¦.. no idea where. Heâ€™s still there ðŸ¤£ https://t.co/fOn1q0licV,1
1328,@VodafoneUK Spring in Buckinghamshireâ€¦ You cannot go wrong with some sunshine â˜€ï¸ and daffodils ðŸŒ¼! #VodaphoneTreats https://t.co/ZZJ3l3fUI6,1
1329,@VodafoneUK Spring walks with my pooch. Love watching her run wild. She kept leaping over this verge making me laugh https://t.co/YUE5Az9VFU,1
1330,@VodafoneUK Springiest adventure Iâ€™ve had recently. Nails putting a spring in my step and making me feel good ðŸ¥°ðŸ’…ðŸ¾ #VodafoneTreats https://t.co/SzDcPewYZR,1
1331,@Davidjewoody @EE Still going ahead with it,1
1332,@VodafoneUK Still remember when texts were pay per letter to send hence all the shorthand,1
1333,"@EE @rich_atkins Stop regurgitating this nonsense. It absolutely stinks of capitalism and were tired of it. If you need to give everyone a 10% pay increase to continue operating the way you are, your business isn't sustainable.",-1
1334,@SebastianCroft @VanityFair @VFLDN @EE @BAFTA @sohohouse @LoopVIP straight out of a tim burton film,1
1335,@SebastianCroft @VanityFair @VFLDN @EE @BAFTA @sohohouse @LoopVIP STUNNING,1
1336,"@EE such a pity that Iâ€™m being forced to leave and get another cheaper deal elsewhere because you wonâ€™t price match or come closer to anyone else, poor really especially when Iâ€™ve just had your employee going on about your awards that you have won the last 8 years lol",-1
1337,@EE Suprise suprise. They haven't called back. Typical @EE for you. Quick to call when it concerns them and making sales... https://t.co/jhERGnrTh1,-1
1338,Taking advantage of the @VodafoneUK #verymerewards with #pancakes #PancakeTuesday #shrovetuesday https://t.co/diMYGUjV6x,1
1339,@VodafoneUK Taking our new puppy #Wanda on her first walk/outing to get used to noises. #VodafoneTreats ðŸ“± https://t.co/PnwYaCtBbo,1
1340,@SebastianCroft @VanityFair @VFLDN @EE @BAFTA @sohohouse @LoopVIP te amo &lt;3 https://t.co/0glvzRCHUs,1
1341,Tgats why ive been with @EE for 7 years Check out my Speedtest result! How fast is your internet? https://t.co/10dCxyT6f0,1
1342,@VodafoneUK Thank you ðŸ’˜ðŸ’˜,1
1343,@EE Thank you for your swift response Ross. I have messaged you back. I really hope you can help. Fed up,1
1344,@EE Thank you just responded to your dm,1
1345,"@EE thank you paid my bill on time as normal, followed all the guides tried calling today and wasnâ€™t any help and my broadband still doesnâ€™t work",-1
1346,@starshineforme @VodafoneUK Thank you! Xx,1
1347,Thank you @EE you made it easier and saved my day.Well done for the excellent service https://t.co/a1DiV8eN2W,1
1348,"@darrenrix @EE Thanks, Carol Vorderman",1
1349,"@EE thanks for the email letting me know of the price rise this month, absolute joke!",1
1350,"Thanks @EE @Tech21Official for the impact glass with one of those annoyingly pointless stickers that wonâ€™t come off and thus making it unusable. Well done! Gold star! Thanks guys. _x000D_
#whatsthepoint #useless #cantsee #facepalm https://t.co/RFMjKIeJ6I",1
1351,@Davidjewoody @EE Thanks for the info #worthknowing as @EE are Robin Hoods https://t.co/aQG5olv7oS,1
1352,@EE Thanks for the reply. And Iâ€™m sure @EE will be quick to offer a price reduction when the costs you face as a business reduceâ€¦? I have been an EE customer for over 10 years. I canâ€™t ever recall receiving an email telling me my bill would be reducingâ€¦ 1/2,1
1353,@EE Thanks for the reply but Itâ€™s irrelevant when you said in the small print it will be in line with inflation but then you add an extra 3.9% on top. Itâ€™s just under a 10% increase that is ridiculous amount in the current economy.,1
1354,"@VodafoneUK Thanks for the reply, I have been in line for the last 2 hours and 15 minutes and still no answer. Is it possible to complete the process in person at a Vodafone store? Or online? It's getting ridiculous, it'd be quicker to just get another provider at this point ðŸ¤¬",-1
1355,"@Andrew1304 @EE Thanks - it just tells me poor coverage, when previously itâ€™s been excellent x",1
1356,"@EE Thanks Linzi, Iâ€™ll try that!",1
1357,"@EE Thanks, Olivia. I know that is the terms and conditions. It doesn't make it right, though.

It gets quite frustrating that prices are rising for everything, wages don't go up, and then companies add on more above the already high inflation.",-1
1358,@EE Thanks Rachel! Just sent you one now! Thanks for your reply!,1
1359,"@EE 
Thanks to Jack over in Ireland on your mobile technical side for his help just now.",1
1360,@EE Thanks! Will give a call tomorrow.,1
1361,@SebastianCroft @VanityFair @VFLDN @EE @BAFTA @sohohouse @LoopVIP that suit ðŸ™ðŸ™ðŸ™ðŸ™ðŸ™,1
1362,"@EE Thatâ€™s absolutely fine do you want me to send you account details to somewhere, a girl was meant to be helping me by email but has also decided to stop replying. There is no open complaint theyâ€™ve all been closed as I canâ€™t take call backs as I have no signal. There are multiple.",-1
1363,"That's it, I've finally done it. I've cancelled my contract with @EE being apart of them for a good amount of years, but with costs increasing, cuts have to be made. Plus. With the contract rates and SIM only deals being high, probably best to look elsewhere. Bye @EE ðŸ‘‹ðŸ‘‹",-1
1364,@Fatpix @EE That's to pay for these hideously crap adverts at the minute.ðŸ¤”,-1
1365,"@AbeGrandson1 @BAFTA @TPOTD @kodismitmcphee @EE That's what you thought this movie was saying? I can't even begin to fathom how a person could watch this movie and reach that conclusion. Like, do you watch Parasite and think ""This film is saying poor people are murderers""???",1
1366,@VodafoneUK @MonsieurCacahu1 The app is not working for me. â€œRetryâ€ message constantly,-1
1367,@SebastianCroft @VanityFair @VFLDN @EE @BAFTA @sohohouse @LoopVIP the biggest smile iâ€™ve ever seen ðŸ˜,1
1368,@VodafoneUK the certificate for https://t.co/ljwH31TMb3 expired 2 weeks ago. Please can someone renew it?,-1
1369,@VodafoneUK The certificate for https://t.co/ljwH31TMb3 expired on 09/02/2022.,-1
1370,@VodafoneUK the emails you send me to reset my password are blank? Can you help,-1
1371,@EE the family cant believe we landed a plane doh you fukin didnt the pros did,1
1372,@markjleitch @VodafoneUK The first signs of spring are when you hear the cuckoo..ðŸŒ¼,1
1373,"The House of Fibre is a brilliant way for us to show what @EEâ€™s Full Fibre Max broadband can do. That a family of 18 were able to cook, exercise, game and stream movies using smart devices and without any glitches in connectivity, is testament to the power of our network!",1
1374,@virginmedia The link is telling me there are no issues while 150 tells me there is an issue that you have been working hard at for hours to resolve! I know there are issues because it's @EE to the rescue at this stage,-1
1375,The new Explora X5 Play smartwatch is here! âŒš With a kids watch plan you get the peace of mind of knowing you can stay in touch with your child. They get a stylish new smartwatch that they can speak to you through. @EE https://t.co/Vqj1y5Vzfa,1
1376,The rate @EE are going with their price increase every year Iâ€™ll be working just to pay my phone bill every month ðŸ˜‚,-1
1377,@gabs18384147 @EE Their silence was deafening,1
1378,@EE Then why was the package Â£592?! The disc PS5 is Â£450 everywhere else. Plus Â£60 for the game means it should be around Â£510.,-1
1379,@EE There are two other plans that donâ€™t show â€œFree Apple Musicâ€ and show 1 smart benefit. these are the plans showing https://t.co/CmmGHonH7y,-1
1380,@EE there has been no data or 4G access in Waterloo for the last week. I keep getting messages saying itâ€™s fixed but nothing has changed. What is going on??,-1
1381,"@VodafoneUK There is no planned coverage on your Network Status checker, is there a date for the rollout? The 5G network stops in Liverpool and then doesnâ€™t start agin until Preston missing out everything in between.",-1
1382,@VodafoneUK There's snow in Spring if you live in the Highlands. Photo I took in Spring 2020 ðŸ’™ #VodafoneTreats https://t.co/hXQcekqz0g,1
1383,"@speelster1973 @EE They are not they are pay monthly, I believe everyone that i know on EE is pay monthly, hopefully itâ€™s fixed soon ðŸ˜¢",-1
1384,@AimHardy @EE They do it this time every year,1
1385,"@SjBarrister @VodafoneUK They don't even put the issues on their 'live' status checker. No wonder they have been voted the worst mobile provider, every year, the past decade or so. And don't get me onto their crap signal and severe lack of customer service.",-1
1386,@EE They wanted to ask me about renewing prime membership with amazon; weirdly they knew exactly when it was due to expire; I have informed amazon. but surely if I send you the number you must have a means to check who owns the number and contact them or report them,-1
1387,"@StevieCarnie @EE Theyâ€™re all at it mate - % rise every year and they wonder why folk continually switch when their contracts are up

Relying on folks apathy to accept constant gradual increases",-1
1388,@KieranCairns @MartinSLewis @EE Theyâ€™re allowed to increase if they give you 1 months notice which theyâ€™ve done. Theyâ€™ve switched over from the RPI to CPI + 3.9%.,-1
1389,"@leeconnor4 @VodafoneUK Theyâ€™re just not very bright Lee. I wouldnâ€™t mind if the service was of average standard, but to be honest like all UK network, theyâ€™re reliant on bot products because they hate to be told verbally theyâ€™re rubbish by their customers.",-1
1390,@EE think itâ€™d acceptable to put prices up by 9 percent due to â€œinflationâ€ inflation is 3.9 percent. Once renewal is up for no chance of me staying,-1
1391,@EE This came too late. Already cancelled and made other arrangements,-1
1392,@VodafoneUK This is my husband Gordon and I in Turkey two weeks ago! Check out those smiles ðŸ˜ƒ  the first time abroad in three years. #VodafoneTreats https://t.co/Jg6Rg4dij5,1
1393,@EE THIS IS RIDICULOUS!!! MY MONTHLY BILL HAS ALREADY GONE UP &amp; THEN YOU ARE TELLING ME ITS GOING UP BY ANOTHER Â£7. WHEN I WASNâ€™T TOLD WHEN I UPGRADED ONLY 4 WEEKS AGO!!!!! #mislead #unfortunate #willgoelsewhere #angry #ee https://t.co/I41UYgpSix,-1
1394,This is the year Iâ€™m leaving @EE bloody crooks.,-1
1395,"@EE This is utter garbage from EE 
TESCO MOBILE ARE NOT CHANGING THEIR POLICIES OR PRICES .
MANY PEOPLE ARE HAVING DIFFICULTIES PAYING BILLS YOU DO NOT HELP AT ALL .
https://t.co/lbH9bLnZ3b CALLED YOU AND HAD NO JOY IN REDUCING PRICES BUT COME JULY I.M OFF AFTER BEING WITH YOU 25YRS",-1
1396,@VodafoneUK this puts a spring in my step as its hastings and i go there to visit my son https://t.co/rkHaW5BLF3,1
1397,"@VodafoneUK This was April 2020, and we were stranded on the Gold Coast, Queensland. _x000D_
_x000D_
My brother knew I was stressing about getting home, so to stop our minds wandering, he put me to work in his garden, doing jobs._x000D_
_x000D_
It worked ðŸ™‚ https://t.co/U9gA0l1oZW",1
1398,@TheBrexitPartly @EE Time to look for a different provider,-1
1399,Time to switch mobile providers? @EE customers to be hit with controversial charges from TODAY - how to avoid https://t.co/Ks8She5MCv,-1
1400,"@KaneFulton @EE @O2 Tired of your mobile network? Why not grab yourself a brand new giffgaff SIM card with Â£5.00 free credit?_x000D_
_x000D_
Just pop along to https://t.co/3a5F7Ho1kS https://t.co/sQJGjOt3UR",-1
1401,To add insult to injury @EE has just emailed to say they are increasing my bill by an extra Â£4 a month ðŸ‘ðŸ‘ taking the p*ss,-1
1402,"Today is the first of my @EE broadband problems. Starting with it going down, then redirecting me to a phone number only, which even if I could call, is closed at this time! To troubleshooting just no #broadband https://t.co/jOppaETWdM",-1
1403,Today would have marked 15 years working @VodafoneUK but in Feb 2020 just before pandemic they told us that they were going to transfer whole store out of the business where we had no choice but agree or become unemployed. So 13 years of loyal service meant nothing @UsdawUnion,-1
1404,@VodafoneUK Took a group of children to #Stanhopebothy in the Scottish Borders and they were awesome! A great weekend with a lovely group of kids! https://t.co/OPeQISI4gZ,1
1405,@VodafoneUK Tried all that. Can not speak to an actual person.,-1
1406,Tried for 3 hours yesterday to get a 3rd unlimited data max sim from @VodafoneUK only to be told I can't get one because I have recently added a 2nd sim how does this help #BackBritishFarming and #UKBusiness contact us if you can fix it https://t.co/NgqU2g1e3w,-1
1407,"@EE tried phoning, kept getting cut off. Then someone called me back but only to sell me an additional line. Got a data issue this month. Could someone help?",-1
1408,@EE Tried speaking to your customer service and they are refusing to help ðŸ¤¦â€â™‚ï¸,-1
1409,@Toadsanime @EE Unpacking. Give it to Unpacking ffs.,1
1410,@VodafoneUK UPDATE working now!?!,1
1411,"@EE upgrades are terrible. Extortionate prices, all paying something upfront and terrible data plans. But Iâ€™m snookered because I have a 2nd sim attached to my account which doesnâ€™t end until 10/23 so canâ€™t cancel. Only ever been with Orange/EE, no loyalty whatsoever",-1
1412,@EE upping their prices AND bringing back roaming charges? Canny wait for this contract to end so I can at least have a carrier that won't charge for roaming x,-1
1413,@Toadsanime @DanielCake @EE very colourful. and the soundtrack slaps.,1
1414,@VodafoneUK Visiting Brighton and the upside down house. The weather wasn't very spring like ðŸ¥¶...but this certainly put a spring in our step. ðŸ¥´ðŸ˜²ðŸ™ƒðŸ™‚. #VodafoneTreats https://t.co/CvzU4Jl9oT,1
1415,@1873Rickster @EE Vodafone do,1
1416,@VodafoneUK #VodafoneTreats,1
1417,@VodafoneUK #VodafoneTreats https://t.co/XakxvGLfML,1
1418,@VodafoneUK #VodafoneTreats cause itâ€™s camping season ðŸ˜ https://t.co/cwn1aPxasQ,1
1419,@markjleitch @VodafoneUK #VodafoneTreats Colin the cuckooâ€¦wonâ€™t be long now..â˜€ï¸,1
1420,@VodafoneUK #VodafoneTreats cycling has put a spring in my step! The gorgeous sunshine at the weekend made me feel so happy â˜€ï¸ https://t.co/f0m4VSHOpW,1
1421,@VodafoneUK #VodafoneTreats feeding the parakeets in the park it's free an magical https://t.co/iZzxb627Wr,1
1422,"@VodafoneUK #vodafonetreats First phone: nokia 3270_x000D_
Favourite phone: my first iphone_x000D_
First mobile game: snake_x000D_
Favourite mobile game: snake",1
1423,@VodafoneUK #vodafonetreats. First phone was a Siemens. Favourite phone was Nokia 3310. First mobile game I actually have no idea. Favourite mobile game is bingo blitz.,1
1424,@VodafoneUK #VodafoneTreats going to @CrealyResort for the day and as you can see kids being kids and having the time of their lives with not a worry in sight and as a parent taking enjoyment of seeing them in a happy place :) https://t.co/aPGfT5kkvj,1
1425,@VodafoneUK #VodafoneTreats  gorgeous Spring day for exploring https://t.co/1JbUewHaX5,1
1426,@VodafoneUK #VodafoneTreats I always smile when I see my girls having fun. https://t.co/xWsjsKgJML,1
1427,@VodafoneUK #VodafoneTreats  little bo peep  ..always makes me smile â¤â¤â¤â¤â¤ https://t.co/Yz2wp6KcT1,1
1428,"@VodafoneUK #VodafoneTreats  _x000D_
Motorola,  Iphone, snakes, scrabble digital :)",1
1429,@VodafoneUK #VodafoneTreats #phonetography I love exploring London you always find something new each time you go https://t.co/cXjIiqv4LP,1
1430,@VodafoneUK #VodafoneTreats seeing a double rainbow always puts a Spring in my step ðŸŒˆðŸŒˆðŸŒˆðŸŒ»ðŸŒ»ðŸŒ» https://t.co/yE7dG3CKFb,1
1431,"@VodafoneUK #VodafoneTreats so nice to get out into the fresh, bright spring air. https://t.co/sE6aTsjRGV",1
1432,@VodafoneUK #VodafoneTreats so we can all go and feed the baby goats at the farm.. hurry up spring..ðŸðŸðŸŒ»ðŸŒ¼ https://t.co/p2XLc8Y1wX,1
